"DOI","year","title","citCounts","abstract"
"10.1198/016214507000001364","2008","The matrix stick-breaking process: flexible {B}ayes meta-analysis","2","In analyzing data from multiple related studies, it often is of interest to borrow information across studies and to cluster similar studies. Although parametric hierarchical models are commonly used, of concern is sensitivity to the form chosen for the random-effects distribution. A Dirichlet process (DP) prior can allow the distribution to be unknown, while clustering studies; however, the DP does not allow local clustering of studies with respect to a subset of the coefficients without making independence assumptions. Motivated by this problem, we propose a matrix stick-breaking process (MSBP) as a prior for a matrix of random probability measures. Properties of the MSBP are considered, and methods are developed for posterior computation using Markov chain Monte Carlo. Using the MSBP as a prior for a matrix of study-specific regression coefficients, we demonstrate advantages over parametric modeling in simulated examples. The methods are further illustrated using a multinational uterotrophic bioassay study."
"10.1198/016214507000001373","2008","Hierarchical false discovery rate-controlling methodology","1","We discuss methodology for controlling the false discovery rate (FDR) in complex large-scale studies that involve testing multiple families of hypotheses; the tested hypotheses are arranged in a tree of disjoint subfamilies, and the subfamilies of hypotheses are hierarchically tested by the Benjamini and Hochberg FDR-controlling (BH) procedure. We derive an approximation for the multiple family FDR for independently distributed test statistics: q, the level at which the BH procedure is applied, times the number of families tested plus the number of discoveries, divided by the number of discoveries plus 1. We provide a universal bound for the FDR of the discoveries in the new hierarchical testing approach, 2 x 1.44 x q, and demonstrate in simulations that when the data has an hierarchical structure the new testing approach can be considerably more powerful than the BH procedure."
"10.1198/016214508000000012","2008","A uniform improvement of {B}onferroni-type tests by sequential tests","0","We propose a new method to uniformly improve cutoff tests (as, e.g., the Bonferroni test) by replacing them with a sequential testing procedure. The proposed procedure provides a uniform improvement-that is, it rejects the null hypothesis at least in all cases where the original procedure does, has level a, and never requires a sample size larger than that of the original procedure. Information on the often-unknown joint distribution of the test statistics across the hypotheses is not required. We discuss the applications to one- and two-sided tests for the intersection of multiple hypotheses, as well as to tests of elementary hypotheses. For the wide class of asymptotically linear test statistics and under unknown nuisance parameters, we propose an asymptotic approximation to our improved procedure and show that it exhausts the nominal type I error rate asymptotically. We present an application in a clinical study with multiple endpoints where the null hypothesis of no effect is tested against the alternative that at least one endpoint shows an effect, and give a real data example."
"10.1198/016214507000001346","2008","Sequential experimental designs for generalized linear models","0","We consider the problem of experimental design when the response is modeled by a generalized linear model (GLM) and the experimental plan can be determined sequentially. Most previous research on this problem has been limited either to one-factor, binary response experiments or to augmenting the design when there are already sufficient data to compute parameter estimates. We suggest a new procedure for the sequential choice of observations that offers five important advantages: (1) It can be applied to multifactor experiments and is not limited to the one-factor setting; (2) it can be used with any GLM, not just binary responses; (3) both fully sequential and group sequential settings are treated; (4) it enables efficient design from the outset of the experiment; and (5) the experimenter is not constrained to specify a single model and can use the prior to reflect uncertainty as to the link function and the form of the linear predictor. Our procedure is based on a D-optimality criterion and on a Bayesian analysis that exploits a discretization of the parameter space to efficiently represent the posterior distribution. In the one-factor setting, a simulation study shows that our method is superior in efficiency to commonly used procedures, such as the ""Bruceton"" test, Neyer's procedure, or Wu's improved Robbins-Monro method. We also present a comparison of results obtained with the new algorithm versus the ""Bruceton"" method on an actual sensitivity test conducted recently at an industrial plant. Source code for the algorithms and examples throughout the article is available at http://www.math.tau.ac.il/similar to dms/GLM-Design."
"10.1198/016214507000000897","2008","Randomization inference in a group-randomized trial of treatments for depression: covariate adjustment, noncompliance, and quantile effects","3","In the Prospect Study, in 10 pairs of two primary-care practices, one practice was picked at random to receive a ""depression care manager"" to treat its depressed patients. Randomization inference, properly performed, reflects the assignment of practices, not patients, to treatment or control. Yet, pertinent data describe individual patients: depression outcomes, baseline covariates, compliance with treatment. The methods discussed use only (i) the random assignment of clusters to treatment or control and (ii) the hypothesis about effects being tested or inverted for confidence intervals, so they are randomization inferences in Fisher's strict sense. There is no assumption that the covariance model generated the data, that compliers resemble noncompliers, that dependence is from additive random cluster effects, that individuals in a same cluster do not interfere with one another, or that units are sampled from a population. We contrast methods of covariance adjustment, never assuming the models are ""true,"" obtaining exact randomization inferences. We consider exact inference about effects proportional to doses with noncompliance and effects whose magnitude varies with the degree of improvement that would occur without treatment. A simulation examines power."
"10.1198/016214507000000356","2008","Modeling disease progression with longitudinal markers","0","In this article we propose a Bayesian natural history model for disease progression based on the joint modeling of longitudinal biomarker levels, age at clinical detection of disease, and disease status at diagnosis. We establish a link between the longitudinal responses and the natural history of the disease by using an underlying latent disease process that describes the onset of the disease and models the transition to an advanced stage of the disease as dependent on the biomarker levels. We apply our model to data from the Baltimore Longitudinal Study of Aging on prostate-specific antigen to investigate the natural history of prostate cancer."
"10.1198/016214507000001274","2008","Aberrant effects of treatment","0","Often, the protocol for a randomized controlled trial states that if a patient's health deteriorates substantially in certain specific ways, then the study treatments will no longer be considered adequate medical care, and the patient will be taken off the study treatments and given the needed care. Aberrant responses of this sort present special problems of interpretation. The few such patients may have received only limited exposure to the study treatments, but also may have experienced some of the worst outcomes observed in the trial. The most basic question is whether one of the treatments tends to cause such aberrant responses, quite apart from any other beneficial or harmful effects that treatment may have. Common practice is to reduce aberrant responses to binary events and apply Fisher's exact test for a 2 x 2 table, but this approach discards the available information about the magnitude of the aberration. We propose a new randomization test for this problem that uses information about both the number of aberrations and their magnitude. In extreme situations, the new test reduces to either Fisher's exact test or Wilcoxon's rank sum test, but in common situations, the new test has features of both methods. Importantly, this exact test reacts only to aberrant effects; it is completely unaffected by treatment effects that do not produce aberrations. When aberrant responses have several aspects, we examine the consequences of selecting, after the fact, the one aspect exhibiting the greatest aberration, and applying the test to that aspect. For a single response variable, a confidence interval is proposed for an additive aberrant effect; the interval is constructed by inverting the test, and a multivariate extension is briefly mentioned. We illustrate the use of the test in the ACE-Inhibitor After Anthracycline (AAA) randomized trial, which was aimed at preserving cardiac function in children treated for cancer. Seven of 135 children were removed from the trial due to substantial cardiac declines; 6 of these were on placebo, I of whom subsequently died."
"10.1198/016214507000000194","2008","A mixture model with dependent observations for the analysis of {CSFE}-labeling experiments","0","Recent advances in flow cytometry have resulted in the development of powerful bioassays to analyze the proliferation of cell populations. The carboxy-fluorescein diacetate succinimidyl ester (CFSE)-labeling experiment is one such assay that is widely used to study cell kinetics and as a standard tool for investigating lymphocyte proliferation. Several mathematical models have been proposed to describe cell proliferation during CFSE experiments. The statistical analysis of CFSE-labeling data has received little attention, but it poses a number of methodological issues. In this article we approach their analysis using a mixture model. The mixing proportions are specified through an age-dependent branching process that models the temporal organization of the cell population. Because the CFSE molecules are partitioned between daughter cells when their mother divides, the observations generated by this assay are dependent. The data structure can be compared with that of a partially observed random-effects model where the clusters cannot be identified. In this context, we propose three estimators. We prove their consistency and asymptotic normality, investigate their finite-sample properties in simulation studies, and contrast their relative merits for the analysis of CFSE-labeling data. We use the proposed methods to analyze the proliferation in vitro of CD4+ and CD8+ T lymphocytes. In particular, we compare their activation and proliferation rates, and also investigate the effect of two stimuli that activate resting lymphocytes: the nonspecific mitogen phytohemaglutanin (PHA) and ligation of both the T-cell receptor CD3 and the costimulatory receptor CD28 cell surface proteins with monoclonal antibodies."
"10.1198/016214507000000383","2008","A capture-recapture approach for screening using two diagnostic tests with availability of disease status for the test positives only","1","The article considers screening human populations with two screening tests. If any of the two tests is positive, then full evaluation of the disease status is undertaken; however, if both diagnostic tests are negative, then disease status remains unknown. This procedure leads to a data constellation in which, for each disease status, the 2 x 2 table associated with the two diagnostic tests used in screening has exactly one empty, unknown cell. To estimate the unobserved cell counts, previous approaches assume independence of the two diagnostic tests and use specific models, including the special mixture model of Walter or unconstrained capture-recapture estimates. Often, as is also demonstrated in this article by means of a simple test, the independence of the two screening tests is not supported by the data. Two new estimators are suggested that allow associations of the screening test, although the form of association must be assumed to be homogeneous over disease status. These estimators are modifications of the simple capture-recapture estimator and easy to construct. The estimators are investigated for several screening studies with fully evaluated disease status in which the superior behavior of the new estimators compared to the previous conventional ones can be shown. Finally, the performance of the new estimators is compared with maximum likelihood estimators, which are more difficult to obtain in these models. The results indicate the loss of efficiency as minor."
"10.1198/016214507000000428","2008","Application of multidimensional selective item response regression model for studying multiple gene methylation in {SV}40 oncogenic pathways","0","Alteration of gene methylation patterns has been reported to be involved in the early onsets of many human malignancies. Many exogenous risk factors, such as cigarette smoke, dietary additives, chemical exposures, radiation, and biologic agents including viral infection, are involved in the methylation pathways of cancers. We propose a multidimensional selective item response regression model to describe and test how a risk factor may alter molecular pathways involving aberrant methylation of multiple genes in oncogenesis. Our modeling framework is built on an item response model for multivariate dichotomous responses of high dimension, such as aberrant methylation of multiple tumor-suppressor genes, but we allow risk factors such as SV40 viral infection to alter the distribution of the latent factors that subsequently affect the outcome of cancer. We postulate empirical identification conditions under our model formulation. Moreover, we do not prespecify the links between the multiple dichotomous methylation responses and the latent factors, but rather conduct specification searches with a genetic algorithm to discover the links. Parameter estimation through maximum likelihood and specification searches in models with multidimensional latent factors for multivariate binary responses have become practical only recently, due to modern statistical computing development. We illustrate our proposal with the biological finding that simultaneous methylation of multiple tumor-suppressor genes is associated with the presence of SV40 viral sequences and with the cancer status of lymphoma/leukemia. We are able to test whether the data are consistent with the causal hypothesis that SV40 induces aberrant methylation of multiple genes in its oncogenic pathways. At the same time, we are able to evaluate the role of SV40 in the methylation pathway and to determine whether the methylation pathway is responsible for the development of leukemia/lymphoma."
"10.1198/016214507000000365","2008","Bayesian clustering of transcription factor binding motifs","2","Genes are often regulated in living cells by proteins called transcription factors that bind directly to short segments of DNA in close proximity to specific genes. These binding sites have a conserved nucleotide appearance, which is called a motif. Several recent studies of transcriptional regulation require the reduction of a large collection of motifs into clusters based on the similarity of their nucleotide composition. We present a principled approach to this clustering problem based on a Bayesian hierarchical model that accounts for both within- and between-motif variability. We use a Dirichlet process prior distribution that allows the number of clusters to vary and we also present a novel generalization that allows the core width of each motif to vary. This clustering model is implemented, using a Gibbs sampling strategy, on several collections of transcription factor motif matrices. Our stochastic implementation allows us to examine the variability of our results in addition to focusing on a set of best clusters. Our clustering results identify several motif clusters that suggest that several transcription factor protein families are actually mixtures of several smaller groups of highly similar motifs, which provide substantially more refined information compared with the full set of motifs in the family. Our clusters provide a means by which to organize transcription factors based on binding motif similarities and can be used to reduce motif redundancy within large databases such as JASPAR and TRANSFAC, which aides the use of these databases for further motif discovery. Finally, our clustering procedure has been used in combination with discovery of evolutionarily conserved motifs to predict co-regulated genes. An alternative to our Dirichlet process prior distribution is presented that differs substantially in terms of a priori clustering characteristics, but shows no substantive difference in the clustering results for our dataset. Despite our specific application to transcription factor binding motifs, our Bayesian clustering model based on the Dirichlet process has several advantages over traditional clustering methods that could make our procedure appropriate and useful for many clustering applications."
"10.1198/016214507000000400","2008","Individual prediction in prostate cancer studies using a joint longitudinal survival-cure model","0","Patients treated for prostate cancer are monitored by periodically measuring prostate-specific antigen (PSA) after treatment. Increases in PSA are suggestive of cancer recurrence and are used in making decisions about possible new treatments. The data from studies of such patients typically consist of longitudinal PSA measurements, censored event times, and baseline covariates. Methods for the combined analysis of both longitudinal and survival data have been developed in recent years, with the main emphasis on modeling and estimation. We analyze data from a prostate cancer study in which the patients are treated with radiation therapy, using a joint model extended by adding a mixture structure to the model. Here we focus on using this model to make individualized predictions of disease progression for censored and alive patients. In this model, each patient is assumed to be either cured by the treatment or susceptible to clinical recurrence. The cured fraction is modeled as a logistic function of baseline covariates, measured before the end of the radiation therapy period. The longitudinal PSA data is modeled as a nonlinear hierarchical mixed model, with different models for the cured and susceptible groups. To accommodate the heavy tail manifested by the data and possible outliers, a t distribution is used for the measurement error. The clinical recurrences are modeled using a time-dependent proportional hazards model for those in the susceptible group, where the time-dependent covariates include both the current value and the slope the of posttreatment PSA profile. The baseline hazard is assumed to have a generalized Weibull form. Estimates of the parameters in the model are obtained using a Markov chain Monte Carlo method. The model is used to give individual predictions of both future PSA values and the predicted probability of recurrence up to four years in the future. These predictions are compared with observed data from a validation data set consisting of further follow-up of the subjects in the study. There is good correspondence between the predictions and the validation data."
"10.1198/016214507000000842","2008","Spatial-temporal modeling of forest gaps generated by colonization from below- and above-ground bark beetle species","0","Studies of forest declines are important, because they both reduce timber production and affect successional trajectories of landscapes and ecosystems. Of particular interest is the decline of red pines, which is characterized by expanding areas of dead and chlorotic trees in plantations throughout the Great Lakes region. Here we examine the impact of two bark beetle groups, red turpentine beetles and pine engraver bark beetles, on tree mortality and the subsequent gap formation over time in a plantation in Wisconsin. We construct spatial-temporal statistical models that quantify the relations among red turpentine beetle colonization, pine engraver bark beetle colonization, and mortality of red pine trees while accounting for correlation across space and over time. We extend traditional Markov random-field models to include temporal terms and multiple-response variables aimed at developing a suitable set of statistical models for addressing the scientific questions about the forest ecosystem under study. For statistical inference, we adopt a Bayesian hierarchical modeling approach and devise Markov chain Monte Carlo algorithms for obtaining the posterior distributions of model parameters as well as posterior predictive distributions. In particular, we implement path sampling combined with perfect simulation for autologistic models while formally addressing the posterior propriety under an improper uniform prior. Our data analysis results suggest that red turpentine beetle colonization is associated with a higher likelihood of pine engraver bark beetle colonization and that pine engraver bark beetle colonization is associated with higher likelihood of red pine tree mortality, whereas there is no direct association between red turpentine beetle colonization and red pine tree mortality. There is strong evidence that red turpentine beetle colonization does not kill a red pine tree directly, but rather predisposes the tree to subsequent colonization by pine engraver bark beetles. The evidence is also strong that pine engraver bark beetles are the ultimate mortality agents of red pine trees."
"10.1198/016214507000000419","2008","A flexible method to measure synchrony in neuronal firing","0","Neurons can transmit information about the characteristics of a stimulus through the spike rate of neurons and synchronization of the neurons. Various association measure can be used to describe how ""synchronous"" two spike trains are. We propose a new measure of synchrony, the conditional synchrony measure, which is the probability of firing together given that at least one of the two neurons is active. Focus is on the specification of a flexible marginal model for multivariate correlated binary data together with a pseudolikelihood estimation approach, to adequately and directly describe the measures of interest. A joint model must allow different time- and covariate-dependent firing rates for each neuron, and also must account for the association between them. The association between neurons might depend on covariates as well."
"10.1198/016214507000000392","2008","Relating ambient particulate matter concentration levels to mortality using an exposure simulator","0","Since the U.S. Environmental Protection Agency began widespread monitoring of PM2.5 (particulate matter <2.5 mu in diameter) concentration levels in the late 1990s, the epidemiological community has performed several observational studies directly relating PM2.5 concentration to various health endpoints including mortality and morbidity. However, recent research suggests that human exposure to the constituents of PM2.5 may differ significantly from ambient (or outdoor) PM2.5 concentration measured by monitors because people spend a great deal of time in environments, such as various indoor environments, where they are partially shielded from ambient sources of PM and are exposed to nonambient sources of PM. Recent research has provided some ways to include exposure information, but little has been done to determine the impact of including such information in a statistical model. To address this concern, we develop a three-stage Bayesian hierarchical model based on the Poisson regression model that is traditionally used to characterize the relationship between PM2.5 concentration and health endpoints. Our approach includes a spatial model relating monitor readings to average county PM2.5 concentration and an exposure simulator that links average ambient PM2.5 concentration to average personal exposure using activity pattern data. We apply our model to a study population in North Carolina and explore the impact of various exposure modeling assumptions on the conclusions that can be drawn about the link between PM2.5 exposure and cardiovascular mortality."
"10.1198/016214507000000266","2008","A test for anchoring and {Y}ea-{S}aying in experimental consumption data","0","We analyze experimental survey data, with a random split into respondents who get an open-ended question on the amount of total family consumption (with follow-up unfolding brackets of the form ""Is consumption $X or more?"" for those who answer ""don't know"" or ""refuse"") and respondents who are immediately directed to unfolding brackets. In both cases, the entry point of the unfolding bracket sequence is randomized. Allowing for any type of selection into answering the open-ended or bracket questions, a nonparametric test is developed for errors in the answers to the first bracket question that are different from the usual reporting errors that will also affect open-ended answers. Two types of errors are considered explicitly: anchoring and yea-saying. Data are collected in the 1995 wave of the Assets and Health Dynamics survey, which is representative of the population in the United States that is 70 years and older. We reject the joint hypothesis of no anchoring and no yea-saying. Once yea-saying is taken into account, we find no evidence of anchoring at the entry point."
"10.1198/016214507000000257","2008","Estimating flight departure delay distributions---a statistical approach with long-term trend and short-term pattern","0","In this article we develop a model for estimating flight departure delay distributions required by air traffic congestion prediction models. We identify and study major factors that influence flight departure delays, and develop a strategic departure delay prediction model. This model employs nonparametric methods for daily and seasonal trends. In addition, the model uses a mixture distribution to estimate the residual errors. To overcome problems with local optima in the mixture distribution, we develop a global optimization version of the expectation-maximization algorithm, borrowing ideas from genetic algorithms. The model demonstrates reasonable goodness of fit, robustness to the choice of the model parameters, and good predictive capabilities. We use flight data from United Airlines and Denver International Airport from the years 2000/2001 to train and validate our model."
"10.1198/016214507000000338","2008","Bayesian {G}aussian mixture models for high-density genotyping arrays","0","Affymetrix's SNP (single-nucleotide polymorphism) genotyping chips have increased the scope and decreased the cost of gene-mapping studies. Because each SNP is queried by multiple DNA probes, the chips present interesting challenges in genotype calling. Traditional clustering methods distinguish the three genotypes of an SNP fairly well given a large enough sample of unrelated individuals or a training sample of known genotypes. This article describes our attempt to improve genotype calling by constructing Gaussian mixture models with empirically derived priors. The priors stabilize parameter estimation and borrow information collectively gathered on tens of thousands of SNPs. When data from related family members are available, our models capture the correlations in signals between relatives. With these advantages in mind, we apply the models to Affymetrix probe intensity data on 10,000 SNPs gathered on 63 genotyped individuals spread over eight pedigrees. We integrate the genotype-calling model with pedigree analysis and examine a sequence of symmetry hypotheses involving the correlated probe signals. The symmetry hypotheses raise novel mathematical issues of parameterization. Using the Bayesian information criterion, we select the best combination of symmetry assumptions. Compared to Affymetrix's software, our model leads to a reduction in no-calls with little sacrifice in overall calling accuracy."
"10.1198/016214507000000310","2008","Skill, luck, and streaky play on the {PGA} tour","0","In this study, we implement a random-effects model that estimates cubic spline-based time-dependent skill functions for 253 active PGA Tour golfers over the 1998-2001 period. Our model controls for the first-order autocorrelation of residual 18-hole scores and adjusts for round-course and player-course random effects. Using the model, we are able to estimate time-varying measures of skill and luck for each player in the sample. Estimates of spline-based player-specific skill functions provide strong evidence that the skill levels of PGA Tour players change through time. Using the model, we are able to rank golfers at the end of 2001 on the basis of their estimated mean skill levels and identify the players who experienced the most improvement and deterioration in their skill levels over the 1998-2001 period. We find that some luck is required to win PGA Tour events, even for the most highly skilled players. Player-course interactions contribute very little to variability in golfer performance, but the particular course rotations to which players are assigned can have a significant effect on the outcomes of the few tournaments played on more than one course. We also find evidence that a small number of PGA Tour participants experience statistically significant streaky play."
"10.1198/016214507000000329","2008","On estimating diagnostic accuracy from studies with multiple raters and partial gold standard evaluation","1","We are often interested in estimating sensitivity and specificity of a group of raters or a set of new diagnostic tests in situations in which gold standard evaluation is expensive or invasive. Numerous authors have proposed latent modeling approaches for estimating diagnostic error without a gold standard. Albert and Dodd showed that, when modeling without a gold standard, estimates of diagnostic error can be biased when the dependence structure between tests is misspecified. In addition, they showed that choosing between different models for this dependence structure is difficult in most practical situations. While these results caution against using these latent class models, the difficulties of obtaining gold standard verification remain a practical reality. We extend two classes of models to provide a compromise that collects gold standard information on a subset of subjects but incorporates information from both the verified and nonverified subjects during estimation. We examine the robustness of diagnostic error estimation with this approach and show that choosing between competing models is easier in this context. In our analytic work and simulations, we consider situations in which verification is completely at random as well as settings in which the probability of verification depends on the actual test results. We apply our methodological work to a study designed to estimate the diagnostic error of digital radiography for gastric cancer."
"10.1198/016214507000000185","2008","Joint modeling of time series measures and recurrent events and analysis of the effects of air quality on respiratory symptoms","0","Exposure to ambient pollutants at concentrations above defined standards is a risk factor for respiratory symptoms, especially in sensitive children. Many studies have been undertaken to monitor air quality and to assess its association with respiratory symptoms. We propose a joint mixed-effects regression model of time series measures and recurrent events to analyze the air quality and respiratory symptom data from the Yale Mothers and Infants Health Study. Three mothers' symptoms (runny nose, cough, and sore throat) and three infants' symptoms (runny nose, cough, and general sickness) were investigated. To alleviate the computational complexity, a two-stage maximum likelihood-based estimation procedure is introduced to estimate the parameters, and simulation studies are conducted to assess the validity of this estimation procedure. Our analysis reveals differences in the etiology of respiratory symptoms between mothers and infants. Most notably, coarse particles of mass between 2.5 and 10 mu in diameter increased the risks of mothers' runny nose and cough symptoms but had no significant effect on any of the three infants' symptoms. The sulfate level was negatively associated with the risk of infants' runny nose and cough symptoms but had no significant effect on any of the three mothers' symptoms. High level of humidity is negatively associated with the mothers' cough incidence but had no significant association with any of the three infants' symptoms. Such differences reveal not only the sensitivity of the mothers and infants to the air quality, but also call for further understanding of the differences. It is possible that actions taken to overcome humidity by mothers may inadvertently affect their infants."
"10.1198/016214507000001454","2008","Rejoinder [MR2420211]","0",""
"10.1198/016214507000001409","2008","Bivariate binomial spatial modeling of {\it {L}oa loa} prevalence in tropical {A}frica","3","We present a state-of-the-art application of smoothing for dependent bivariate binomial spatial data to Loa loa prevalence mapping in West Africa. This application starts with the nonspatial calibration of survey instruments, continues with the spatial model building and assessment, and ends with robust, tested software intended for use by field workers for online prevalence map updating. From a statistical perspective, we address several important methodological issues: building spatial models that are sufficiently complex to capture the structure of the data but remain computationally usable, reducing the computational burden in the handling of very large covariate data sets, and devising methods for comparing spatial prediction methods for a given exceedance policy threshold."
"10.1198/016214508000001084","2008","Multiply robust inference for statistical interactions","4","A primary focus of an increasing number of scientific studies is to determine whether two exposures interact in the effect that they produce on an outcome of interest. Interaction is commonly assessed by fitting regression models in which the linear predictor includes the product between those exposures. When the man interest lies in the interaction, this approach is not entirely satisfactory, because it is prone to (possibly severe) bias when the main exposure effects or the associations between outcome and extraneous factors are misspecified. In this article we consider conditional mean models with identity or log link that postulate the statistical interaction in terms of a finite-dimensional parameter but are otherwise unspecified. We show that estimation of the interaction parameter often is not feasible in this model, because it requires nonparametric estimation of auxiliary conditional expectations given high-dimensional variables. We thus consider multiply robust estimation under a union model that assumes that at least one of several working submodels holds. Our approach is novel in that it makes use of information on the joint distribution of the exposures conditional on the extraneous factors in making inferences about the interaction parameter of interest. In the special case of a randomized trial or a family-based genetic study in which the joint exposure distribution is known by design or by Mendelian inheritance, the resulting multiply robust procedure leads to asymptotically distribution-free tests of the null hypothesis of no interaction on an additive scale. We illustrate the methods through simulation and analysis of a randomized follow-up study."
"10.1198/016214508000001066","2008","Smoothly clipped absolute deviation on high dimensions","5","The smoothly clipped absolute deviation (SCAD) estimator, proposed by Fan and Li, has many desirable properties, including continuity, sparsity, and unbiasedness. The SCAD estimator also has the (asymptotically) oracle property when the dimension of covariates is fixed or diverges more slowly than the sample size. In this article we study the SCAD estimator in high-dimensional settings where the dimension of covariates can be much larger than the sample size. First, we develop and efficient optimization algorithm that is fast and always converges to a local minimum. Second, we prove that the SCAD estimator still has the oracle property on high-dimensional problems. We perform numerical studies to compare the SCAD estimator with the LASSO and SIS-SCAD estimators in terms of prediction accuracy and variable selectivity when the true model is sparse. Through the simulation, we show that the variance estimator of Fan and Li still works well for some limited high-dimensional cases where the true nonzero coefficients are not too small and the sample size is moderately large. We apply the proposed algorithm to analyze a high-dimensional microarray data set."
"10.1198/016214508000001057","2008","Model selection criteria for missing-data problems using the {EM} algorithm","0","We consider novel methods for the Computation of model selection criteria in missing-data problems based on the output of the EM algorithm The methodology is very general and can be applied to numerous simulations involving incomplete data within an EM framework, from covariates missing at random in arbitrary regression models to nonignorably missing longitudinal responses and/or covariates. Toward this goal, we develop a class of information criteria for missing-data problems called ICH,Q, which yields the Akaike information criterion and the Bayesian information criterion as special cases. The computation of ICH,Q requires an analytic approximation to a complicated function. called the H-function, along with output from the EM algorithm used in obtaining maximum likelihood estimates. The approximation to the H-function leads to a large class of information criteria, called IC(H) over tilde (k),Q. Theoretical properties of IC(H) over tilde (k),Q, including consistency, are investigated in detail. To eliminate the analytic approximation to the H-function, a computationally simpler approximation to ICH,Q. called ICQ, is proposed, the computation of which depends solely on the Q-function of the EM algorithm. Advantages and disadvantages of IC(H) over tilde (k),Q and ICQ are discussed and examined in detail in the context of missing-data problems. Extensive simulations are given to demonstrate the methodology and examine the small-sample and large-sample performance of IC(H) over tilde (k),Q and ICQ in missing-data problems. An AIDS data set also is presented to illustrate the proposed methodology."
"10.1198/016214508000000760","2008","Optimal crossover designs for two treatments in the presence of mixed and self-carryover effects","0","The main purpose of this article is to identify optimal crossover designs for two treatments under a model that includes mixed and self carryover effects. In addition, results are reported for optimal two-treatment crossover designs under several closely related models, and the performance of various designs for three and four periods is studied under the different models"
"10.1198/016214508000000805","2008","A multiple-index model and dimension reduction","0","Dimension reduction can be used as an initial step in statistical modeling. Further specification of model structure is imminent and important when the reduced dimension is still greater than 1. In this article we investigate one method of specification that involves separating the linear component front the nonlinear components, leading to further dimension reduction in the unknown link function and. thus, better estimation and easier interpretation of the model. The specified Model includes the popular econometric multiple-index model and the partially linear single-index model as its special cases. A criterion is developed to validate the model specification. An algorithm is proposed to estimate the Model directly. Asymptotic distributions for the estimators of the parameters and the nonparametric link function are derived. Air pollution data in Chicago are used to illustrate the modeling procedure and to demonstrate its advantages over the existing dimension reduction approaches."
"10.1198/016214508000000878","2008","Nonparametric variable selection: the {EARTH} algorithm","0","We consider regression experiments involving a response variable Y and a large number of predictor variables X(1),...,X(d), many of which may be irrelevant for the prediction of Y and thus must be removed before Y can be predicted from the X's. We consider two procedures that select variables by using importance scores that measure the strength of the relationship between predictor variables and a response and keep those variables whose importance scores exceed a threshold. In the first of these procedures, scores are obtained by randomly drawn subregions (tubes) of the predictor space that constrain all but one predictor and in each subregion computing a signal-to-noise ratio (efficacy) based on a nonparametric univariate regression of Y on the unconstrained variable. The subregions are adapted to boost weak variables iteratively by searching (hunting) for the subregions in which the efficacy is maximized. The efficacy can be viewed as an approximation to a one-to-one function of the probability of identifying features. By using importance scores based on averages of maximized efficacies. We develop a variable selection algorithm called EARTH (efficacy adaptive regression tube hunting) based on examining the conditional expectation of the response given all but one of the predictor variables for a collection of randomly, adaptively, and iteratively selected regions. The second importance score method (RFVS) is based on using random forest importance values to select variable. Computer simulations show that EARTH and RFVS are successful variable selection methods compared with other procedures in nonparametric situations with a large number of irrelevant predictor variables, and that when each is combined with the model selection and prediction procedure MARS, the tree-based prediction procedure GUIDE, and the random forest method, the combinations lead to improved prediction accuracy for certain models with many irrelevant variables. We give conditions under which a version of the EARTH algorithm selects the correct model with probability lending to 1 as the sample size n tends to infinity even if d -> infinity as n -> infinity. We include the analysis of a real data set in which we show how a training set can be used to find a threshold for the EARTH importance scores."
"10.1198/016214508000000977","2008","Nonparametric quantile estimations for dynamic smooth coefficient models","2","We suggest quantile regression methods for a class of smooth coefficient time series models. We use both local polynomial and local constant litting schemes to estimate the smooth coefficients in a quantile framework. We establish the asymptotic properties of both the local polynomial and local constant estimators for alpha-mixing time series. We also suggest a bandwidth selector based on the nonparametric version of the Akaike information criterion. along with a consistent estimate of the asymptotic covariance matrix. We evaluate the asymptotic behaviors of the estimators at boudaries and compare the local polynomial quantile estimator and the local constant estimator. A simulation study is carried out to illustrate the performance of estimates. An empirical application of the model to real data further demonstrate the potential of the proposed modeling procedures."
"10.1198/016214508000000968","2008","Bandwidth selection in nonparametric kernel testing","0","We propose a sound approach to bandwidth selection in nonparametric kernel testing. The main idea is to find an Edgeworth expansion of the asymptotic distribution of the test concerned Due to the involvement of a kernel bandwidth in the leading term of the Edgeworth expansion. we dire able to establish closed-form expressions to explicitly represent the leading terms of both the size and power functions and then determine how the bandwidth should be chosen according to certain requirements for both the size and power functions. For example, when a significance level is given. we can choose the bandwidth such that the Power function is maximized while the size function is controlled by the significance level. Both asymptotic theory and methodology are established. In addition. we develop an easy implementation procedure for the practical realization of the established methodology and illustrate this on two simulated examples and a real data example."
